Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,season_code,kickoff_local,besiktas_goals,opponent_goals,total_goals,kickoff_hour,time,temperature_2m,precipitation,rain,wind_speed_10m,rainy_match,heavy_rain_match
2020-12-28,16:00,Besiktas,Sivasspor,3.0,0.0,H,13.0,8.0,5.0,2.0,20.0,15.0,1.0,3.0,0.0,1.0,2021,2020-12-28 16:00:00,3.0,0.0,3.0,2020-12-28 16:00:00,2020-12-28 16:00:00,13.1,0.0,0.0,15.6,0,0
2021-01-06,16:00,Besiktas,Rizespor,6.0,0.0,H,17.0,9.0,10.0,3.0,15.0,11.0,2.0,0.0,0.0,0.0,2021,2021-01-06 16:00:00,6.0,0.0,6.0,2021-01-06 16:00:00,2021-01-06 16:00:00,13.4,0.0,0.0,10.0,0,0
2021-01-17,16:00,Besiktas,Galatasaray,2.0,0.0,H,14.0,9.0,3.0,2.0,12.0,16.0,2.0,2.0,0.0,1.0,2021,2021-01-17 16:00:00,2.0,0.0,2.0,2021-01-17 16:00:00,2021-01-17 16:00:00,-0.7,0.2,0.0,31.8,1,0
2021-01-24,16:00,Besiktas,Goztep,2.0,1.0,H,10.0,5.0,5.0,3.0,15.0,17.0,2.0,3.0,0.0,0.0,2021,2021-01-24 16:00:00,2.0,1.0,3.0,2021-01-24 16:00:00,2021-01-24 16:00:00,13.1,0.0,0.0,28.4,0,0
2021-01-31,16:00,Besiktas,Trabzonspor,1.0,2.0,A,22.0,16.0,8.0,5.0,12.0,8.0,2.0,3.0,1.0,0.0,2021,2021-01-31 16:00:00,1.0,2.0,3.0,2021-01-31 16:00:00,2021-01-31 16:00:00,12.9,0.0,0.0,10.0,0,0
2021-02-07,16:00,Besiktas,Konyaspor,1.0,0.0,H,12.0,3.0,3.0,0.0,12.0,12.0,4.0,3.0,1.0,0.0,2021,2021-02-07 16:00:00,1.0,0.0,1.0,2021-02-07 16:00:00,2021-02-07 16:00:00,15.4,0.0,0.0,9.2,0,0
2021-02-26,16:00,Besiktas,Denizlispor,3.0,0.0,H,14.0,6.0,7.0,2.0,7.0,9.0,0.0,1.0,0.0,0.0,2021,2021-02-26 16:00:00,3.0,0.0,3.0,2021-02-26 16:00:00,2021-02-26 16:00:00,13.9,0.0,0.0,13.4,0,0
2021-03-06,16:00,Besiktas,Gaziantep,2.0,1.0,H,10.0,8.0,3.0,3.0,15.0,10.0,1.0,1.0,0.0,0.0,2021,2021-03-06 16:00:00,2.0,1.0,3.0,2021-03-06 16:00:00,2021-03-06 16:00:00,8.1,1.2,1.2,20.8,1,0
2021-03-21,16:00,Besiktas,Fenerbahce,1.0,1.0,D,14.0,14.0,7.0,3.0,17.0,20.0,2.0,5.0,0.0,0.0,2021,2021-03-21 16:00:00,1.0,1.0,2.0,2021-03-21 16:00:00,2021-03-21 16:00:00,6.8,0.7,0.7,25.9,1,0
2021-04-07,17:00,Besiktas,Alanyaspor,3.0,0.0,H,17.0,13.0,7.0,6.0,14.0,11.0,2.0,2.0,0.0,0.0,2021,2021-04-07 17:00:00,3.0,0.0,3.0,2021-04-07 17:00:00,2021-04-07 17:00:00,19.3,0.0,0.0,20.3,0,0
2021-04-16,17:00,Besiktas,Ankaragucu,2.0,2.0,D,9.0,7.0,3.0,3.0,12.0,17.0,1.0,2.0,0.0,0.0,2021,2021-04-16 17:00:00,2.0,2.0,4.0,2021-04-16 17:00:00,2021-04-16 17:00:00,11.9,0.0,0.0,20.2,0,0
2021-04-24,18:30,Besiktas,Kayserispor,3.0,1.0,H,19.0,6.0,7.0,1.0,19.0,18.0,4.0,1.0,0.0,0.0,2021,2021-04-24 18:30:00,3.0,1.0,4.0,2021-04-24 18:00:00,2021-04-24 18:00:00,11.6,0.1,0.1,25.0,1,0
2021-05-01,18:30,Besiktas,Hatayspor,7.0,0.0,H,17.0,9.0,13.0,1.0,8.0,14.0,0.0,3.0,0.0,0.0,2021,2021-05-01 18:30:00,7.0,0.0,7.0,2021-05-01 18:00:00,2021-05-01 18:00:00,22.5,0.0,0.0,8.0,0,0
2021-05-11,18:30,Besiktas,Karagumruk,1.0,2.0,A,17.0,5.0,5.0,5.0,21.0,19.0,2.0,7.0,0.0,1.0,2021,2021-05-11 18:30:00,1.0,2.0,3.0,2021-05-11 18:00:00,2021-05-11 18:00:00,15.2,0.0,0.0,26.5,0,0
2021-08-13,18:30,Besiktas,Rizespor,3.0,0.0,H,19.0,3.0,6.0,0.0,23.0,16.0,2.0,1.0,0.0,0.0,2122,2021-08-13 18:30:00,3.0,0.0,3.0,2021-08-13 18:00:00,2021-08-13 18:00:00,25.8,0.0,0.0,25.1,0,0
2021-08-28,19:45,Besiktas,Karagumruk,1.0,0.0,H,18.0,10.0,7.0,1.0,12.0,20.0,3.0,4.0,1.0,0.0,2122,2021-08-28 19:45:00,1.0,0.0,1.0,2021-08-28 19:00:00,2021-08-28 19:00:00,26.4,0.0,0.0,24.2,0,0
2021-09-11,18:00,Besiktas,Yeni Malatyaspor,3.0,0.0,H,16.0,7.0,9.0,2.0,14.0,10.0,1.0,0.0,0.0,0.0,2122,2021-09-11 18:00:00,3.0,0.0,3.0,2021-09-11 18:00:00,2021-09-11 18:00:00,22.6,0.0,0.0,9.6,0,0
2021-09-21,18:00,Besiktas,Ad. Demirspor,3.0,3.0,D,13.0,12.0,6.0,4.0,14.0,13.0,4.0,2.0,1.0,0.0,2122,2021-09-21 18:00:00,3.0,3.0,6.0,2021-09-21 18:00:00,2021-09-21 18:00:00,18.4,0.0,0.0,22.9,0,0
2021-10-02,17:00,Besiktas,Sivasspor,2.0,1.0,H,10.0,8.0,4.0,2.0,14.0,15.0,2.0,1.0,0.0,0.0,2122,2021-10-02 17:00:00,2.0,1.0,3.0,2021-10-02 17:00:00,2021-10-02 17:00:00,16.1,0.2,0.2,25.3,1,0
2021-10-25,18:00,Besiktas,Galatasaray,2.0,1.0,H,10.0,12.0,3.0,4.0,17.0,19.0,3.0,2.0,0.0,0.0,2122,2021-10-25 18:00:00,2.0,1.0,3.0,2021-10-25 18:00:00,2021-10-25 18:00:00,12.6,0.0,0.0,19.1,0,0
2021-11-06,16:00,Besiktas,Trabzonspor,1.0,2.0,A,17.0,8.0,6.0,4.0,10.0,10.0,5.0,4.0,0.0,1.0,2122,2021-11-06 16:00:00,1.0,2.0,3.0,2021-11-06 16:00:00,2021-11-06 16:00:00,18.4,0.0,0.0,18.4,0,0
2021-11-27,16:00,Besiktas,Giresunspor,0.0,4.0,A,13.0,12.0,4.0,7.0,9.0,10.0,1.0,0.0,1.0,0.0,2122,2021-11-27 16:00:00,0.0,4.0,4.0,2021-11-27 16:00:00,2021-11-27 16:00:00,17.3,0.0,0.0,19.0,0,0
2021-12-12,16:00,Besiktas,Kayserispor,4.0,2.0,H,21.0,6.0,8.0,3.0,14.0,18.0,3.0,3.0,0.0,0.0,2122,2021-12-12 16:00:00,4.0,2.0,6.0,2021-12-12 16:00:00,2021-12-12 16:00:00,12.1,1.3,1.3,7.9,1,0
2021-12-23,17:00,Besiktas,Goztep,2.0,1.0,H,10.0,19.0,3.0,5.0,11.0,17.0,3.0,4.0,1.0,0.0,2122,2021-12-23 17:00:00,2.0,1.0,3.0,2021-12-23 17:00:00,2021-12-23 17:00:00,3.0,0.0,0.0,3.8,0,0
2022-01-14,17:00,Besiktas,Gaziantep,1.0,0.0,H,16.0,7.0,4.0,3.0,9.0,15.0,1.0,3.0,0.0,0.0,2122,2022-01-14 17:00:00,1.0,0.0,1.0,2022-01-14 17:00:00,2022-01-14 17:00:00,3.4,0.0,0.0,15.6,0,0
2022-02-06,16:00,Besiktas,Antalyaspor,0.0,0.0,D,17.0,5.0,4.0,2.0,18.0,13.0,6.0,5.0,1.0,0.0,2122,2022-02-06 16:00:00,0.0,0.0,0.0,2022-02-06 16:00:00,2022-02-06 16:00:00,8.9,0.0,0.0,12.5,0,0
2022-02-19,16:00,Besiktas,Altay,1.0,0.0,H,18.0,9.0,8.0,1.0,16.0,11.0,3.0,1.0,0.0,0.0,2122,2022-02-19 16:00:00,1.0,0.0,1.0,2022-02-19 16:00:00,2022-02-19 16:00:00,10.2,0.0,0.0,8.7,0,0
2022-03-07,17:00,Besiktas,Buyuksehyr,2.0,2.0,D,16.0,4.0,4.0,2.0,10.0,15.0,3.0,3.0,0.0,0.0,2122,2022-03-07 17:00:00,2.0,2.0,4.0,2022-03-07 17:00:00,2022-03-07 17:00:00,6.2,0.0,0.0,17.1,0,0
2022-03-19,16:00,Besiktas,Hatayspor,1.0,1.0,D,22.0,10.0,12.0,3.0,9.0,15.0,1.0,4.0,0.0,0.0,2122,2022-03-19 16:00:00,1.0,1.0,2.0,2022-03-19 16:00:00,2022-03-19 16:00:00,1.9,0.2,0.0,23.3,1,0
2022-04-09,18:30,Besiktas,Alanyaspor,4.0,1.0,H,11.0,4.0,6.0,1.0,23.0,8.0,3.0,0.0,0.0,0.0,2122,2022-04-09 18:30:00,4.0,1.0,5.0,2022-04-09 18:00:00,2022-04-09 18:00:00,20.3,0.0,0.0,8.7,0,0
2022-04-25,18:30,Besiktas,Kasimpasa,0.0,3.0,A,15.0,9.0,3.0,5.0,16.0,10.0,5.0,5.0,0.0,0.0,2122,2022-04-25 18:30:00,0.0,3.0,3.0,2022-04-25 18:00:00,2022-04-25 18:00:00,18.4,0.0,0.0,9.8,0,0
2022-05-08,17:00,Besiktas,Fenerbahce,1.0,1.0,D,9.0,8.0,3.0,2.0,22.0,13.0,6.0,3.0,0.0,0.0,2122,2022-05-08 17:00:00,1.0,1.0,2.0,2022-05-08 17:00:00,2022-05-08 17:00:00,15.8,0.0,0.0,27.9,0,0
2022-05-21,17:00,Besiktas,Konyaspor,1.0,1.0,D,21.0,12.0,5.0,1.0,19.0,11.0,3.0,3.0,0.0,0.0,2122,2022-05-21 17:00:00,1.0,1.0,2.0,2022-05-21 17:00:00,2022-05-21 17:00:00,24.2,0.0,0.0,3.6,0,0
2022-08-06,19:45,Besiktas,Kayserispor,1.0,0.0,H,20.0,5.0,6.0,1.0,22.0,14.0,5.0,2.0,1.0,1.0,2223,2022-08-06 19:45:00,1.0,0.0,1.0,2022-08-06 19:00:00,2022-08-06 19:00:00,26.0,0.0,0.0,24.3,0,0
2022-08-21,19:45,Besiktas,Karagumruk,4.0,1.0,H,19.0,7.0,8.0,3.0,19.0,7.0,3.0,3.0,0.0,0.0,2223,2022-08-21 19:45:00,4.0,1.0,5.0,2022-08-21 19:00:00,2022-08-21 19:00:00,26.5,0.0,0.0,21.4,0,0
2022-08-29,19:45,Besiktas,Sivasspor,3.0,1.0,H,18.0,6.0,10.0,3.0,13.0,15.0,0.0,2.0,0.0,0.0,2223,2022-08-29 19:45:00,3.0,1.0,4.0,2022-08-29 19:00:00,2022-08-29 19:00:00,26.0,0.0,0.0,18.9,0,0
2022-09-12,17:00,Besiktas,Buyuksehyr,0.0,1.0,A,21.0,7.0,2.0,1.0,9.0,11.0,3.0,5.0,0.0,0.0,2223,2022-09-12 17:00:00,0.0,1.0,1.0,2022-09-12 17:00:00,2022-09-12 17:00:00,22.9,0.0,0.0,14.0,0,0
2022-10-02,18:00,Besiktas,Fenerbahce,0.0,0.0,D,9.0,9.0,1.0,3.0,19.0,17.0,2.0,2.0,0.0,0.0,2223,2022-10-02 18:00:00,0.0,0.0,0.0,2022-10-02 18:00:00,2022-10-02 18:00:00,21.8,0.0,0.0,11.9,0,0
2022-10-16,18:00,Besiktas,Trabzonspor,2.0,2.0,D,17.0,10.0,7.0,4.0,11.0,12.0,2.0,3.0,0.0,1.0,2223,2022-10-16 18:00:00,2.0,2.0,4.0,2022-10-16 18:00:00,2022-10-16 18:00:00,16.1,0.0,0.0,25.1,0,0
2022-10-30,14:00,Besiktas,Umraniyespor,5.0,2.0,H,16.0,9.0,10.0,3.0,16.0,10.0,2.0,3.0,0.0,0.0,2223,2022-10-30 14:00:00,5.0,2.0,7.0,2022-10-30 14:00:00,2022-10-30 14:00:00,19.0,0.0,0.0,12.7,0,0
2022-12-29,17:00,Besiktas,Ad. Demirspor,1.0,0.0,H,16.0,13.0,5.0,3.0,18.0,15.0,5.0,2.0,0.0,0.0,2223,2022-12-29 17:00:00,1.0,0.0,1.0,2022-12-29 17:00:00,2022-12-29 17:00:00,11.1,0.0,0.0,2.1,0,0
2023-01-07,16:00,Besiktas,Kasimpasa,2.0,1.0,H,14.0,12.0,8.0,4.0,18.0,13.0,2.0,4.0,0.0,0.0,2223,2023-01-07 16:00:00,2.0,1.0,3.0,2023-01-07 16:00:00,2023-01-07 16:00:00,11.3,0.0,0.0,6.1,0,0
2023-01-27,17:00,Besiktas,Alanyaspor,3.0,0.0,H,21.0,6.0,8.0,3.0,14.0,15.0,0.0,2.0,0.0,0.0,2223,2023-01-27 17:00:00,3.0,0.0,3.0,2023-01-27 17:00:00,2023-01-27 17:00:00,11.6,0.0,0.0,5.2,0,0
2023-02-26,16:00,Besiktas,Antalyaspor,0.0,0.0,D,20.0,3.0,5.0,1.0,12.0,16.0,1.0,3.0,0.0,0.0,2223,2023-02-26 16:00:00,0.0,0.0,0.0,2023-02-26 16:00:00,2023-02-26 16:00:00,17.8,0.0,0.0,12.2,0,0
2023-03-05,16:00,Besiktas,Ankaragucu,2.0,1.0,H,20.0,10.0,10.0,4.0,18.0,15.0,3.0,1.0,0.0,0.0,2223,2023-03-05 16:00:00,2.0,1.0,3.0,2023-03-05 16:00:00,2023-03-05 16:00:00,11.6,1.0,1.0,11.5,1,0
2023-03-18,16:00,Besiktas,Istanbulspor,3.0,1.0,H,12.0,10.0,3.0,2.0,13.0,9.0,0.0,2.0,0.0,0.0,2223,2023-03-18 16:00:00,3.0,1.0,4.0,2023-03-18 16:00:00,2023-03-18 16:00:00,7.2,0.5,0.5,21.6,1,0
2023-04-09,18:30,Besiktas,Giresunspor,3.0,1.0,H,16.0,8.0,10.0,1.0,16.0,11.0,2.0,4.0,0.0,0.0,2223,2023-04-09 18:30:00,3.0,1.0,4.0,2023-04-09 18:00:00,2023-04-09 18:00:00,10.9,0.0,0.0,27.4,0,0
2023-04-19,18:00,Besiktas,Hatayspor,3.0,0.0,H,,,,,,,,,,,2223,2023-04-19 18:00:00,3.0,0.0,3.0,2023-04-19 18:00:00,2023-04-19 18:00:00,14.1,0.1,0.1,12.7,1,0
2023-04-30,17:00,Besiktas,Galatasaray,3.0,1.0,H,13.0,7.0,6.0,1.0,12.0,13.0,6.0,2.0,0.0,0.0,2223,2023-04-30 17:00:00,3.0,1.0,4.0,2023-04-30 17:00:00,2023-04-30 17:00:00,15.9,0.0,0.0,12.5,0,0
2023-05-17,18:00,Besiktas,Gaziantep,3.0,0.0,H,,,,,,,,,,,2223,2023-05-17 18:00:00,3.0,0.0,3.0,2023-05-17 18:00:00,2023-05-17 18:00:00,16.7,0.0,0.0,18.8,0,0
2023-06-07,18:00,Besiktas,Konyaspor,3.0,3.0,D,17.0,6.0,8.0,3.0,13.0,12.0,1.0,3.0,0.0,1.0,2223,2023-06-07 18:00:00,3.0,3.0,6.0,2023-06-07 18:00:00,2023-06-07 18:00:00,20.2,0.0,0.0,27.3,0,0
2023-08-20,19:45,Besiktas,Pendikspor,1.0,1.0,D,15.0,11.0,6.0,1.0,11.0,9.0,4.0,2.0,0.0,0.0,2324,2023-08-20 19:45:00,1.0,1.0,2.0,2023-08-20 19:00:00,2023-08-20 19:00:00,26.1,0.0,0.0,20.3,0,0
2023-09-03,17:15,Besiktas,Sivasspor,2.0,0.0,H,17.0,5.0,8.0,1.0,17.0,17.0,2.0,4.0,0.0,0.0,2324,2023-09-03 17:15:00,2.0,0.0,2.0,2023-09-03 17:00:00,2023-09-03 17:00:00,26.7,0.0,0.0,28.6,0,0
2023-09-24,15:00,Besiktas,Kayserispor,2.0,1.0,H,23.0,5.0,10.0,1.0,13.0,10.0,1.0,0.0,0.0,0.0,2324,2023-09-24 15:00:00,2.0,1.0,3.0,2023-09-24 15:00:00,2023-09-24 15:00:00,30.6,0.0,0.0,20.9,0,0
2023-10-08,14:00,Besiktas,Istanbulspor,2.0,0.0,H,17.0,4.0,5.0,2.0,12.0,10.0,2.0,2.0,0.0,0.0,2324,2023-10-08 14:00:00,2.0,0.0,2.0,2023-10-08 14:00:00,2023-10-08 14:00:00,21.8,0.0,0.0,19.6,0,0
2023-10-30,17:00,Besiktas,Gaziantep,2.0,0.0,H,13.0,12.0,6.0,6.0,15.0,16.0,2.0,5.0,1.0,1.0,2324,2023-10-30 17:00:00,2.0,0.0,2.0,2023-10-30 17:00:00,2023-10-30 17:00:00,21.0,0.0,0.0,18.9,0,0
2023-11-12,13:00,Besiktas,Buyuksehyr,1.0,0.0,H,12.0,7.0,4.0,2.0,18.0,17.0,2.0,3.0,0.0,0.0,2324,2023-11-12 13:00:00,1.0,0.0,1.0,2023-11-12 13:00:00,2023-11-12 13:00:00,18.0,0.0,0.0,2.3,0,0
2023-12-09,16:00,Besiktas,Fenerbahce,1.0,3.0,A,4.0,23.0,1.0,10.0,18.0,13.0,5.0,4.0,0.0,0.0,2324,2023-12-09 16:00:00,1.0,3.0,4.0,2023-12-09 16:00:00,2023-12-09 16:00:00,6.2,0.4,0.4,24.6,1,0
2023-12-21,17:00,Besiktas,Alanyaspor,1.0,3.0,A,16.0,10.0,3.0,3.0,16.0,7.0,3.0,2.0,0.0,0.0,2324,2023-12-21 17:00:00,1.0,3.0,4.0,2023-12-21 17:00:00,2023-12-21 17:00:00,11.7,0.0,0.0,12.3,0,0
2024-01-05,17:00,Besiktas,Kasimpasa,1.0,3.0,A,10.0,14.0,3.0,7.0,20.0,13.0,2.0,2.0,0.0,0.0,2324,2024-01-05 17:00:00,1.0,3.0,4.0,2024-01-05 17:00:00,2024-01-05 17:00:00,12.6,0.0,0.0,8.0,0,0
2024-01-13,16:00,Besiktas,Karagumruk,3.0,0.0,H,19.0,7.0,6.0,3.0,17.0,9.0,3.0,0.0,0.0,0.0,2324,2024-01-13 16:00:00,3.0,0.0,3.0,2024-01-13 16:00:00,2024-01-13 16:00:00,3.8,0.0,0.0,7.9,0,0
2024-01-23,17:00,Besiktas,Ad. Demirspor,0.0,0.0,D,20.0,6.0,7.0,0.0,13.0,10.0,4.0,4.0,0.0,1.0,2324,2024-01-23 17:00:00,0.0,0.0,0.0,2024-01-23 17:00:00,2024-01-23 17:00:00,7.2,0.0,0.0,17.6,0,0
2024-02-04,16:00,Besiktas,Trabzonspor,2.0,0.0,H,9.0,13.0,3.0,2.0,22.0,11.0,3.0,0.0,0.0,0.0,2324,2024-02-04 16:00:00,2.0,0.0,2.0,2024-02-04 16:00:00,2024-02-04 16:00:00,8.9,0.0,0.0,15.6,0,0
2024-02-19,17:00,Besiktas,Konyaspor,2.0,0.0,H,19.0,4.0,6.0,2.0,8.0,8.0,2.0,0.0,0.0,0.0,2324,2024-02-19 17:00:00,2.0,0.0,2.0,2024-02-19 17:00:00,2024-02-19 17:00:00,8.0,0.0,0.0,15.9,0,0
2024-03-03,16:00,Besiktas,Galatasaray,0.0,1.0,A,12.0,13.0,3.0,3.0,7.0,14.0,2.0,0.0,1.0,0.0,2324,2024-03-03 16:00:00,0.0,1.0,1.0,2024-03-03 16:00:00,2024-03-03 16:00:00,13.0,0.0,0.0,13.3,0,0
2024-03-16,17:30,Besiktas,Antalyaspor,1.0,2.0,A,20.0,10.0,7.0,2.0,11.0,14.0,2.0,3.0,0.0,0.0,2324,2024-03-16 17:30:00,1.0,2.0,3.0,2024-03-16 17:00:00,2024-03-16 17:00:00,10.9,0.0,0.0,11.5,0,0
2024-04-13,17:00,Besiktas,Samsunspor,1.0,1.0,D,17.0,11.0,4.0,3.0,14.0,17.0,1.0,2.0,0.0,0.0,2324,2024-04-13 17:00:00,1.0,1.0,2.0,2024-04-13 17:00:00,2024-04-13 17:00:00,19.2,0.0,0.0,17.2,0,0
2024-04-19,18:00,Besiktas,Ankaragucu,2.0,0.0,H,17.0,17.0,5.0,2.0,12.0,13.0,2.0,2.0,0.0,0.0,2324,2024-04-19 18:00:00,2.0,0.0,2.0,2024-04-19 18:00:00,2024-04-19 18:00:00,12.6,0.4,0.4,22.7,1,0
2024-05-03,18:00,Besiktas,Rizespor,3.0,2.0,H,24.0,9.0,7.0,5.0,14.0,10.0,2.0,3.0,0.0,0.0,2324,2024-05-03 18:00:00,3.0,2.0,5.0,2024-05-03 18:00:00,2024-05-03 18:00:00,16.0,0.9,0.9,5.6,1,0
2024-05-18,17:00,Besiktas,Hatayspor,2.0,2.0,D,19.0,9.0,7.0,3.0,6.0,17.0,6.0,3.0,0.0,0.0,2324,2024-05-18 17:00:00,2.0,2.0,4.0,2024-05-18 17:00:00,2024-05-18 17:00:00,20.8,0.0,0.0,14.4,0,0
2024-08-18,19:45,Besiktas,Antalyaspor,4.0,2.0,H,17.0,7.0,9.0,3.0,18.0,15.0,4.0,1.0,0.0,1.0,2425,2024-08-18 19:45:00,4.0,2.0,6.0,2024-08-18 19:00:00,2024-08-18 19:00:00,25.4,0.0,0.0,23.1,0,0
2024-09-01,19:45,Besiktas,Sivasspor,2.0,0.0,H,12.0,7.0,8.0,1.0,15.0,9.0,4.0,5.0,0.0,0.0,2425,2024-09-01 19:45:00,2.0,0.0,2.0,2024-09-01 19:00:00,2024-09-01 19:00:00,24.1,0.0,0.0,17.9,0,0
2024-09-22,18:00,Besiktas,Eyupspor,2.0,1.0,H,16.0,10.0,6.0,3.0,11.0,14.0,1.0,4.0,0.0,0.0,2425,2024-09-22 18:00:00,2.0,1.0,3.0,2024-09-22 18:00:00,2024-09-22 18:00:00,20.9,0.0,0.0,15.2,0,0
2024-10-20,14:00,Besiktas,Konyaspor,2.0,0.0,H,16.0,11.0,4.0,3.0,13.0,9.0,2.0,4.0,0.0,0.0,2425,2024-10-20 14:00:00,2.0,0.0,2.0,2024-10-20 14:00:00,2024-10-20 14:00:00,15.9,0.1,0.1,21.3,1,0
2024-11-02,16:00,Besiktas,Kasimpasa,1.0,3.0,A,11.0,14.0,3.0,4.0,14.0,20.0,1.0,6.0,0.0,1.0,2425,2024-11-02 16:00:00,1.0,3.0,4.0,2024-11-02 16:00:00,2024-11-02 16:00:00,17.4,0.0,0.0,10.9,0,0
2024-11-24,16:00,Besiktas,Goztep,2.0,4.0,A,12.0,18.0,3.0,9.0,8.0,12.0,1.0,0.0,0.0,1.0,2425,2024-11-24 16:00:00,2.0,4.0,6.0,2024-11-24 16:00:00,2024-11-24 16:00:00,7.1,0.0,0.0,17.3,0,0
2024-12-07,16:00,Besiktas,Fenerbahce,1.0,0.0,H,12.0,12.0,5.0,2.0,12.0,14.0,2.0,1.0,1.0,0.0,2425,2024-12-07 16:00:00,1.0,0.0,1.0,2024-12-07 16:00:00,2024-12-07 16:00:00,14.0,0.0,0.0,10.0,0,0
2024-12-21,16:00,Besiktas,Alanyaspor,1.0,1.0,D,12.0,9.0,5.0,1.0,16.0,16.0,1.0,2.0,0.0,0.0,2425,2024-12-21 16:00:00,1.0,1.0,2.0,2024-12-21 16:00:00,2024-12-21 16:00:00,11.7,0.6,0.6,10.8,1,0
2025-01-11,16:00,Besiktas,Bodrumspor,2.0,1.0,H,8.0,17.0,5.0,4.0,8.0,6.0,1.0,1.0,0.0,0.0,2425,2025-01-11 16:00:00,2.0,1.0,3.0,2025-01-11 16:00:00,2025-01-11 16:00:00,7.6,0.1,0.1,14.3,1,0
2025-01-18,16:00,Besiktas,Samsunspor,0.0,0.0,D,24.0,5.0,6.0,3.0,6.0,16.0,0.0,4.0,0.0,1.0,2425,2025-01-18 16:00:00,0.0,0.0,0.0,2025-01-18 16:00:00,2025-01-18 16:00:00,9.8,0.0,0.0,3.1,0,0
2025-02-15,16:00,Besiktas,Trabzonspor,2.0,1.0,H,12.0,6.0,3.0,1.0,16.0,16.0,2.0,1.0,0.0,0.0,2425,2025-02-15 16:00:00,2.0,1.0,3.0,2025-02-15 16:00:00,2025-02-15 16:00:00,12.8,0.0,0.0,6.4,0,0
2025-03-01,17:30,Besiktas,Kayserispor,2.0,0.0,H,13.0,8.0,6.0,2.0,8.0,15.0,0.0,2.0,0.0,0.0,2425,2025-03-01 17:30:00,2.0,0.0,2.0,2025-03-01 17:00:00,2025-03-01 17:00:00,10.9,0.0,0.0,12.4,0,0
2025-03-10,17:30,Besiktas,Gaziantep,1.0,2.0,A,18.0,10.0,6.0,4.0,12.0,17.0,2.0,8.0,0.0,1.0,2425,2025-03-10 17:30:00,1.0,2.0,3.0,2025-03-10 17:00:00,2025-03-10 17:00:00,16.1,0.0,0.0,7.5,0,0
2025-03-29,17:30,Besiktas,Galatasaray,2.0,1.0,H,20.0,9.0,6.0,3.0,14.0,23.0,3.0,3.0,1.0,1.0,2425,2025-03-29 17:30:00,2.0,1.0,3.0,2025-03-29 17:00:00,2025-03-29 17:00:00,17.6,0.0,0.0,11.5,0,0
2025-04-12,17:00,Besiktas,Buyuksehyr,0.0,2.0,A,12.0,8.0,3.0,4.0,16.0,12.0,1.0,0.0,0.0,0.0,2425,2025-04-12 17:00:00,0.0,2.0,2.0,2025-04-12 17:00:00,2025-04-12 17:00:00,8.8,0.0,0.0,17.6,0,0
2025-04-25,18:00,Besiktas,Hatayspor,5.0,1.0,H,16.0,15.0,8.0,6.0,7.0,7.0,0.0,1.0,0.0,0.0,2425,2025-04-25 18:00:00,5.0,1.0,6.0,2025-04-25 18:00:00,2025-04-25 18:00:00,16.4,0.0,0.0,8.5,0,0
2025-05-11,17:00,Besiktas,Ad. Demirspor,4.0,1.0,H,30.0,8.0,14.0,4.0,11.0,13.0,3.0,4.0,0.0,0.0,2425,2025-05-11 17:00:00,4.0,1.0,5.0,2025-05-11 17:00:00,2025-05-11 17:00:00,15.8,0.0,0.0,11.3,0,0
2025-05-25,17:00,Besiktas,Rizespor,1.0,2.0,A,25.0,10.0,4.0,5.0,9.0,15.0,2.0,3.0,0.0,0.0,2425,2025-05-25 17:00:00,1.0,2.0,3.0,2025-05-25 17:00:00,2025-05-25 17:00:00,19.5,0.0,0.0,12.9,0,0
